ID,Name,Title,Description,Image URL,PDF Links,Category,Product Type,Chemistry,Chemistry Confidence,Industry,Specifications,Technical Data,HTML Content
"os25","OS25 – LOW MODULUS PERFORMANCE POLYMER","OS25 – LOW MODULUS PERFORMANCE POLYMER","ForzaSEAL® OS25 is a very flexible, high performance polymer used to seal a variety of substrates.","/product-images/os25.png","/TDS/1. Industrial/OS2/TDS/FOR EMAIL FORZA_V7_OS2_TDS Industrial Sausage_5_5_25.pdf; /TDS/1. Industrial/OS2/TDS/FOR EMAIL FORZA_Vx_OS2WT_TDS Cartridge_6_20_25.pdf; /TDS/1. Industrial/OS2/TDS/FORZA_V7_OS2_TDS Industrial Sausage_5_5_25.pdf; /TDS/1. Industrial/OS2/TDS/FORZA_Vx_OS2WT_TDS Cartridge_6_20_25.pdf; /TDS/1. Industrial/OS25/TDS/FOR EMAIL FORZA_V1_OS25_TDS Industrial Polymer_5.6.25.pdf; /TDS/1. Industrial/OS25/TDS/FORZA_V1_OS25_TDS Industrial Polymer_5.6.25.pdf","SEAL","Sealant","Silicone","High","construction","{""type"":""Low Modulus Performance Polymer Sealant"",""viscosity"":""100,000-200,000 cps"",""solids"":""100%"",""flashPoint"":""Non-Flammable"",""potLife"":""Unlimited"",""cureTime"":""24-72 hours"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Glass"",""Plastic"",""Wood"",""Concrete"",""Ceramic""],""applications"":[""Flexible Industrial Sealing"",""Equipment Sealing"",""Manufacturing"",""General Sealing""],""features"":[""Low Modulus"",""Performance Polymer"",""Flexible"",""High Performance""],""certifications"":[""Low Modulus Rated"",""Industrial Grade""],""packaging"":[""10.3 oz Cartridge"",""29 oz Sausage"",""5 Gallon Pail""]}","{""density"":""1.3 g/cm³"",""pH"":""Neutral"",""color"":""Gray"",""odor"":""Low"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container sealed""}",""
"os31","OS31 – SELF-LEVELING HYBRID POLYMER SEALANT","OS31 – SELF-LEVELING HYBRID POLYMER SEALANT","ForzaSEAL™ OS31 is a self leveling sealant.","/product-images/os31.png","","SEAL","Sealant","Silicone","High","construction","{""type"":""Self-Leveling Hybrid Polymer Sealant"",""viscosity"":""50,000-100,000 cps"",""solids"":""100%"",""flashPoint"":""Non-Flammable"",""potLife"":""Unlimited"",""cureTime"":""24-72 hours"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Glass"",""Plastic"",""Wood"",""Concrete"",""Ceramic""],""applications"":[""Self-Leveling Industrial Sealing"",""Equipment Sealing"",""Manufacturing"",""Smooth Surface Sealing""],""features"":[""Self-Leveling"",""Hybrid Polymer"",""Smooth Surface"",""High Performance""],""certifications"":[""Self-Leveling Rated"",""Industrial Grade""],""packaging"":[""10.3 oz Cartridge"",""29 oz Sausage"",""5 Gallon Pail""]}","{""density"":""1.2 g/cm³"",""pH"":""Neutral"",""color"":""Gray"",""odor"":""Low"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container sealed""}",""
"os35","OS35 – SINGLE COMPONENT SILICONE SEALANT","OS35 – NEUTRAL CURE OXIME SILICONE SEALANT","ForzaSEAL® OS35 is a one-part, low-odor, neutral-cure oxime silicone sealant formulated for high-moisture environments. It’s noncorrosive, mildew-resistant, and built to perform in demanding applications.","/product-images/os35.png","/TDS/1. Industrial/OS35/TDS/FOR EMAIL FORZA _V1_OS35_TDS_IndustrialSealant_5.8.2025.pdf; /TDS/1. Industrial/OS35/TDS/FORZA _V1_OS35_TDS_IndustrialSealant_5.8.2025.pdf; /TDS/3. Transportation/T-OS164 (OS35)/TDS/FOR EMAIL FORZA _V5_T-OS164_TDS IndustrialSealant_6.4.24.pdf; /TDS/6. Insulation/R-OS84 (OS35)/TDS/FOR EMAIL FORZA _V2_R-OS84_TDS InsulationSealant_9_6_24.pdf; /TDS/6. Insulation/R-OS84 (OS35)/TDS/FORZA _V2_R-OS84_TDS InsulationSealant_9_6_24.pdf; /TDS/7. Construction/C-OS55 (OS35)/TDS/FOR EMAIL FORZA _V2_C-OS55_TDS_ConstructionSealant_6.4.24.pdf; /TDS/7. Construction/C-OS55 (OS35)/TDS/FORZA _V2_C-OS55_TDS_ConstructionSealant_6.4.24.pdf","SEAL","Sealant","Silicone","High","construction","{""type"":""Single Component Silicone Sealant"",""viscosity"":""50,000-100,000 cps"",""solids"":""100%"",""flashPoint"":""Non-Flammable"",""potLife"":""Unlimited"",""cureTime"":""24-72 hours"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Glass"",""Plastic"",""Wood"",""Concrete"",""Ceramic""],""applications"":[""Industrial Silicone Sealing"",""Equipment Sealing"",""Manufacturing"",""General Sealing""],""features"":[""Single Component"",""Silicone"",""High Performance"",""Weather Resistant""],""certifications"":[""Silicone Rated"",""Industrial Grade""],""packaging"":[""10.3 oz Cartridge"",""29 oz Sausage"",""5 Gallon Pail""]}","{""density"":""1.2 g/cm³"",""pH"":""Neutral"",""color"":""Clear to Light Amber"",""odor"":""Low"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container sealed""}",""
"os37","OS37 – ACETOXY SILICONE","OS37 – ACETOXY SILICONE","ForzaSEAL® OS37 is a single-part moisture cure RTV silicone sealant that is widely used in Construction, Automotive, and Industrial applications.","/product-images/os37.png","/TDS/1. Industrial/OS37/TDS/FOR EMAIL FORZA _V1_OS37_TDS_IndustrialSealant_5.2.2025.pdf; /TDS/1. Industrial/OS37/TDS/FORZA _V1_OS37_TDS_IndustrialSealant_5.2.2025.pdf","SEAL","Sealant","Silicone","High","construction","{""type"":""Acetoxy Silicone Sealant"",""viscosity"":""50,000-100,000 cps"",""solids"":""100%"",""flashPoint"":""Non-Flammable"",""potLife"":""Unlimited"",""cureTime"":""24-72 hours"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Glass"",""Plastic"",""Wood"",""Concrete"",""Ceramic""],""applications"":[""Industrial Acetoxy Silicone Sealing"",""Equipment Sealing"",""Manufacturing"",""General Sealing""],""features"":[""Acetoxy Silicone"",""High Performance"",""Weather Resistant"",""Industrial Grade""],""certifications"":[""Acetoxy Silicone Rated"",""Industrial Grade""],""packaging"":[""10.3 oz Cartridge"",""29 oz Sausage"",""5 Gallon Pail""]}","{""density"":""1.2 g/cm³"",""pH"":""Neutral"",""color"":""Clear to Light Amber"",""odor"":""Low"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container sealed""}",""
"os61","OS61 SELF-LEVELING PERFORMANCE POLYMER","OS61 – SELF-LEVELING PERFORMANCE POLYMER","ForzaSEAL® OS61 is a self-leveling performance polymer designed for a variety of sealing applications.","/product-images/os61.png","/TDS/1. Industrial/OS61/TDS/FOR EMAIL FORZA_V1_OS61_TDS Industrial Polymer_5.6.25.pdf; /TDS/1. Industrial/OS61/TDS/FORZA_V1_OS61_TDS Industrial Polymer_5.6.25.pdf","SEAL","Sealant","Silicone","High","construction","{""type"":""Self-Leveling Performance Polymer Sealant"",""viscosity"":""50,000-100,000 cps"",""solids"":""100%"",""flashPoint"":""Non-Flammable"",""potLife"":""Unlimited"",""cureTime"":""24-72 hours"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Glass"",""Plastic"",""Wood"",""Concrete"",""Ceramic""],""applications"":[""Self-Leveling Industrial Sealing"",""Equipment Sealing"",""Manufacturing"",""Smooth Surface Sealing""],""features"":[""Self-Leveling"",""Performance Polymer"",""Smooth Surface"",""High Performance""],""certifications"":[""Self-Leveling Rated"",""Performance Rated"",""Industrial Grade""],""packaging"":[""10.3 oz Cartridge"",""29 oz Sausage"",""5 Gallon Pail""]}","{""density"":""1.2 g/cm³"",""pH"":""Neutral"",""color"":""Gray"",""odor"":""Low"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container sealed""}",""
"os61-adhesive","OS61 – HIGH PERFORMANCE SEMI SELF-LEVELING ADHESIVE / SEALANT","OS61 – HIGH-PERFORMANCE SEMI SELF-LEVELING ADHESIVE/ SEALANT","ForzaBOND™ OS61 is a one-component, flexible sealant engineered for contraction/expansion joints and seams in roofs and decks.","/product-images/os61-adhesive.png","/TDS/1. Industrial/OS61/TDS/FOR EMAIL FORZA_V1_OS61_TDS Industrial Polymer_5.6.25.pdf; /TDS/1. Industrial/OS61/TDS/FORZA_V1_OS61_TDS Industrial Polymer_5.6.25.pdf","SEAL","Adhesive","Silicone","High","construction","{""type"":""High Performance Semi Self-Leveling Adhesive/Sealant"",""viscosity"":""100,000-200,000 cps"",""solids"":""100%"",""flashPoint"":""Non-Flammable"",""potLife"":""Unlimited"",""cureTime"":""24-72 hours"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Glass"",""Plastic"",""Wood"",""Concrete"",""Ceramic""],""applications"":[""High Performance Industrial Sealing"",""Equipment Sealing"",""Manufacturing"",""Adhesive/Sealant Applications""],""features"":[""High Performance"",""Semi Self-Leveling"",""Adhesive/Sealant"",""Versatile""],""certifications"":[""High Performance Rated"",""Industrial Grade""],""packaging"":[""10.3 oz Cartridge"",""29 oz Sausage"",""5 Gallon Pail""]}","{""density"":""1.3 g/cm³"",""pH"":""Neutral"",""color"":""Gray"",""odor"":""Low"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container sealed""}",""
"c-t500","C-T500 – FOAM TAPE","C-T500 – FOAM TAPE","ForzaTAPE™ C-T500 is a foam tape used to seal against weather, dust, and vibration of equipment.","/product-images/c-t500.png","/TDS/7. Construction/C-T500 (T305)/FOR EMAIL FORZA _V1_C-T500_TDSTape_5.24.24.pdf; /TDS/7. Construction/C-T500 (T305)/FORZA _V1_C-T500_TDSTape_5.24.24.pdf","TAPE","Tape","Acrylic (incl. PSA)","Medium","construction","{""type"":""Foam Tape"",""thickness"":""0.125\"" - 0.250\"""",""width"":""0.5\"" - 2\"""",""length"":""36 yards per roll"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Plastic"",""Glass"",""Wood"",""Fiberglass"",""Composite""],""applications"":[""Construction Assembly"",""Industrial Bonding"",""Equipment Mounting"",""Cushioning""],""features"":[""Foam Cushioning"",""Construction Grade"",""Weather Resistant"",""Pressure Sensitive""],""certifications"":[""Construction Approved"",""Industrial Grade""],""packaging"":[""36 yard rolls"",""Various widths"",""Bulk packaging""]}","{""adhesiveType"":""Acrylic"",""foamType"":""Closed Cell"",""peelStrength"":""35+ oz/in"",""shearStrength"":""75+ psi"",""color"":""Gray"",""odor"":""Minimal"",""shelfLife"":""24 months"",""storageConditions"":""Store at 60-80°F, keep in original packaging""}",""
"c-t550","C-T550 – DOUBLE-COATED ULTRA HIGH BOND ACRYLIC FOAM TAPE","C-T550 – DOUBLE-COATED ULTRA HIGH BOND ACRYLIC FOAM TAPE","ForzaTAPE™ C-T550 is an ultra-high bond double-coated acrylic foam tape for demanding applications.","/product-images/c-t550.png","/TDS/7. Construction/C-T550 (T205)/FOR EMAIL FORZA _V1_C-T550_TDSTape_3.5.24.pdf; /TDS/7. Construction/C-T550 (T205)/FORZA _V1_C-T550_TDSTape_3.5.24.pdf","TAPE","Tape","Acrylic (incl. PSA)","Medium","construction","{""type"":""Double-Coated Acrylic Foam Tape"",""thickness"":""0.062\"" - 0.125\"""",""width"":""0.5\"" - 2\"""",""length"":""36 yards per roll"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Plastic"",""Glass"",""Wood"",""Fiberglass"",""Composite""],""applications"":[""Construction Assembly"",""Industrial Bonding"",""Equipment Mounting"",""Structural Bonding""],""features"":[""Ultra High Bond"",""Construction Grade"",""Weather Resistant"",""Pressure Sensitive""],""certifications"":[""Construction Approved"",""Industrial Grade""],""packaging"":[""36 yard rolls"",""Various widths"",""Bulk packaging""]}","{""adhesiveType"":""Acrylic"",""foamType"":""Closed Cell"",""peelStrength"":""60+ oz/in"",""shearStrength"":""100+ psi"",""color"":""Gray"",""odor"":""Minimal"",""shelfLife"":""24 months"",""storageConditions"":""Store at 60-80°F, keep in original packaging""}",""
"c-t553","C-T553 – DOUBLE-COATED ULTRA HIGH BOND ACRYLIC FOAM TAPE","C-T553 – ULTRA HIGH BOND ACRYLIC FOAM TAPE","ForzaTAPE™ C-T553 is an ultra-high bond double-coated acrylic foam tape for demanding applications.","/product-images/c-t553.png","/TDS/7. Construction/C-T553 (T215)/FOR EMAIL FORZA _V1_C-T553_TDSTape_8.20.24.pdf; /TDS/7. Construction/C-T553 (T215)/FORZA _V1_C-T553_TDSTape_8.20.24.pdf","TAPE","Tape","Acrylic (incl. PSA)","Medium","construction","{""type"":""Double-Coated Acrylic Foam Tape"",""thickness"":""0.062\"" - 0.125\"""",""width"":""0.5\"" - 2\"""",""length"":""36 yards per roll"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Plastic"",""Glass"",""Wood"",""Fiberglass"",""Composite""],""applications"":[""Construction Assembly"",""Industrial Bonding"",""Equipment Mounting"",""Structural Bonding""],""features"":[""Ultra High Bond"",""Construction Grade"",""Weather Resistant"",""Pressure Sensitive""],""certifications"":[""Construction Approved"",""Industrial Grade""],""packaging"":[""36 yard rolls"",""Various widths"",""Bulk packaging""]}","{""adhesiveType"":""Acrylic"",""foamType"":""Closed Cell"",""peelStrength"":""60+ oz/in"",""shearStrength"":""100+ psi"",""color"":""Gray"",""odor"":""Minimal"",""shelfLife"":""24 months"",""storageConditions"":""Store at 60-80°F, keep in original packaging""}",""
"c-t557","C-T557 – DOUBLE-COATED ACRYLIC FOAM TAPE","C-T557 – DOUBLE-COATED ACRYLIC FOAM TAPE","ForzaTAPE™  C-T557 is an ultra-high bond double-coated acrylic foam tape for demanding applications.","/product-images/c-t557.png","/TDS/7. Construction/C-T557 (T220)/FOR EMAIL FORZA _V1_C-T557_TDSTape_8.20.24.pdf; /TDS/7. Construction/C-T557 (T220)/FORZA _V1_C-T557_TDSTape_8.20.24.pdf","TAPE","Tape","Acrylic (incl. PSA)","Medium","construction","{""type"":""Double-Coated Acrylic Foam Tape"",""thickness"":""0.062\"" - 0.125\"""",""width"":""0.5\"" - 2\"""",""length"":""36 yards per roll"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Plastic"",""Glass"",""Wood"",""Fiberglass"",""Composite""],""applications"":[""Construction Assembly"",""Industrial Bonding"",""Equipment Mounting"",""General Bonding""],""features"":[""High Bond"",""Construction Grade"",""Weather Resistant"",""Pressure Sensitive""],""certifications"":[""Construction Approved"",""Industrial Grade""],""packaging"":[""36 yard rolls"",""Various widths"",""Bulk packaging""]}","{""adhesiveType"":""Acrylic"",""foamType"":""Closed Cell"",""peelStrength"":""50+ oz/in"",""shearStrength"":""90+ psi"",""color"":""Gray"",""odor"":""Minimal"",""shelfLife"":""24 months"",""storageConditions"":""Store at 60-80°F, keep in original packaging""}",""
"c-t564","C-T564 – DOUBLE-COATED PE FOAM TAPE","C-T564 – DOUBLE-COATED PE FOAM TAPE","ForzaTAPE™ C-T550 is an ultra-high bond double-coated acrylic foam tape for demanding applications.","/product-images/c-t564.png","/TDS/7. Construction/C-T564 (T532)/FOR EMAIL FORZA_V1_T564_TDS_Construction_Sausage_1_31_24.pdf; /TDS/7. Construction/C-T564 (T532)/FORZA_V1_T564_TDS_Construction_Sausage_1_31_24.pdf","TAPE","Coating","Unknown","None","construction","{""type"":""Double-Coated PE Foam Tape"",""thickness"":""0.125\"" - 0.250\"""",""width"":""0.5\"" - 2\"""",""length"":""36 yards per roll"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Plastic"",""Glass"",""Wood"",""Fiberglass"",""Composite""],""applications"":[""Construction Assembly"",""Industrial Bonding"",""Equipment Mounting"",""Cushioning""],""features"":[""PE Foam"",""Construction Grade"",""Weather Resistant"",""Pressure Sensitive""],""certifications"":[""Construction Approved"",""Industrial Grade""],""packaging"":[""36 yard rolls"",""Various widths"",""Bulk packaging""]}","{""adhesiveType"":""Acrylic"",""foamType"":""Closed Cell"",""peelStrength"":""40+ oz/in"",""shearStrength"":""80+ psi"",""color"":""Gray"",""odor"":""Minimal"",""shelfLife"":""24 months"",""storageConditions"":""Store at 60-80°F, keep in original packaging""}",""
"c-t731","C-T731 – DOUBLE-SIDED TAPE","C-T731 – DOUBLE-SIDED TAPE","ForzaTAPE™ C-T731 is a high performance and versatile double-sided PET hybrid rubber based tape.","/product-images/c-t731.png","/TDS/7. Construction/C-T731 (T465)/FOR EMAIL FORZA _V1_C-T731_TDSTape_5.23.24.pdf; /TDS/7. Construction/C-T731 (T465)/FORZA _V1_C-T731_TDSTape_5.23.24.pdf","TAPE","Tape","Acrylic (incl. PSA)","Medium","construction","{""type"":""Double-Sided Tape"",""thickness"":""0.062\"" - 0.125\"""",""width"":""0.5\"" - 2\"""",""length"":""36 yards per roll"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Plastic"",""Glass"",""Wood"",""Fiberglass"",""Composite""],""applications"":[""Construction Assembly"",""Industrial Bonding"",""Equipment Mounting"",""General Bonding""],""features"":[""Double-Sided"",""Construction Grade"",""Weather Resistant"",""Pressure Sensitive""],""certifications"":[""Construction Approved"",""Industrial Grade""],""packaging"":[""36 yard rolls"",""Various widths"",""Bulk packaging""]}","{""adhesiveType"":""Acrylic"",""foamType"":""Closed Cell"",""peelStrength"":""45+ oz/in"",""shearStrength"":""85+ psi"",""color"":""Gray"",""odor"":""Minimal"",""shelfLife"":""24 months"",""storageConditions"":""Store at 60-80°F, keep in original packaging""}",""
"c-t5100","C-T5100 – DOUBLE-COATED PET","C-T5100 – DOUBLE-COATED PET","ForzaTAPE™ C-T5100 is a double-coated hybrid rubber based tape that bonds exceptionally well in cold, and wet climates.","/product-images/c-t5100.png","/TDS/7. Construction/C-T5100 (T715)/FOR EMAIL FORZA _V1_C-T5100_TDSTape_5.23.24.pdf; /TDS/7. Construction/C-T5100 (T715)/FORZA _V1_C-T5100_TDSTape_5.23.24.pdf","TAPE","Tape","Acrylic (incl. PSA)","Medium","construction","{""type"":""Double-Coated PET Tape"",""thickness"":""0.062\"" - 0.125\"""",""width"":""0.5\"" - 2\"""",""length"":""36 yards per roll"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Plastic"",""Glass"",""Wood"",""Fiberglass"",""Composite""],""applications"":[""Construction Assembly"",""Industrial Bonding"",""Equipment Mounting"",""General Bonding""],""features"":[""PET Backing"",""Construction Grade"",""Weather Resistant"",""Pressure Sensitive""],""certifications"":[""Construction Approved"",""Industrial Grade""],""packaging"":[""36 yard rolls"",""Various widths"",""Bulk packaging""]}","{""adhesiveType"":""Acrylic"",""foamType"":""Closed Cell"",""peelStrength"":""50+ oz/in"",""shearStrength"":""90+ psi"",""color"":""Gray"",""odor"":""Minimal"",""shelfLife"":""24 months"",""storageConditions"":""Store at 60-80°F, keep in original packaging""}",""
"t-t415","T-T415 – DOUBLE-COATED ULTRA HIGH BOND ACRYLIC FOAM TAPE","T-T415  – DOUBLE-COATED ULTRA HIGH BOND ACRYLIC FOAM TAPE","ForzaTAPE™  T-T415 is an ultra-high bond double-coated acrylic foam tape for demanding applications.","/product-images/t-t415.png","/TDS/3. Transportation/T-T415 (T215)/FOR EMAIL FORZA _V4_T-T415_TDSTape_8.20.24.pdf","TAPE","Tape","Acrylic (incl. PSA)","High","transportation","{""type"":""Double-Coated Acrylic Foam Tape"",""thickness"":""0.062\"" - 0.125\"""",""width"":""0.5\"" - 2\"""",""length"":""36 yards per roll"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Plastic"",""Glass"",""Wood"",""Fiberglass"",""Composite""],""applications"":[""Transportation Assembly"",""Automotive Assembly"",""Industrial Bonding"",""Equipment Mounting""],""features"":[""Ultra High Bond"",""Transportation Grade"",""Weather Resistant"",""Pressure Sensitive""],""certifications"":[""Transportation Approved"",""Automotive Grade""],""packaging"":[""36 yard rolls"",""Various widths"",""Bulk packaging""]}","{""adhesiveType"":""Acrylic"",""foamType"":""Closed Cell"",""peelStrength"":""60+ oz/in"",""shearStrength"":""100+ psi"",""color"":""Gray"",""odor"":""Minimal"",""shelfLife"":""24 months"",""storageConditions"":""Store at 60-80°F, keep in original packaging""}",""
"t-t420","T-T420 – DOUBLE-COATED ULTRA HIGH BOND ACRYLIC FOAM TAPE","T-T420 DOUBLE-COATED ULTRA HIGH BOND ACRYLIC FOAM TAPE","ForzaTAPE™  T-T420 is an ultra-high bond double-coated acrylic foam tape for demanding applications.","/product-images/t-t420.png","/TDS/3. Transportation/T-T420 (T220)/FOR EMAIL FORZA _V5_T-T420_TDSTape_8.20.24.pdf","TAPE","Tape","Acrylic (incl. PSA)","High","transportation","{""type"":""Double-Coated Acrylic Foam Tape"",""thickness"":""0.062\"" - 0.125\"""",""width"":""0.5\"" - 2\"""",""length"":""36 yards per roll"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Plastic"",""Glass"",""Wood"",""Fiberglass"",""Composite""],""applications"":[""Transportation Assembly"",""Automotive Assembly"",""Industrial Bonding"",""Equipment Mounting""],""features"":[""Ultra High Bond"",""Transportation Grade"",""Weather Resistant"",""Pressure Sensitive""],""certifications"":[""Transportation Approved"",""Automotive Grade""],""packaging"":[""36 yard rolls"",""Various widths"",""Bulk packaging""]}","{""adhesiveType"":""Acrylic"",""foamType"":""Closed Cell"",""peelStrength"":""60+ oz/in"",""shearStrength"":""100+ psi"",""color"":""Gray"",""odor"":""Minimal"",""shelfLife"":""24 months"",""storageConditions"":""Store at 60-80°F, keep in original packaging""}",""
"t-t1200","T-T1200 – FOAM GASKETING TAPE","T-T1200 – FOAM GASKETING TAPE","ForzaBOND™ T-T1200 is a low-density foam reverse-wound thermal break tape.","/product-images/t-t1200.png","","TAPE","Tape","Acrylic (incl. PSA)","High","transportation","{""type"":""Foam Gasketing Tape"",""thickness"":""0.125\"" - 0.250\"""",""width"":""0.5\"" - 2\"""",""length"":""36 yards per roll"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Plastic"",""Glass"",""Wood"",""Fiberglass"",""Composite""],""applications"":[""Transportation Assembly"",""Automotive Assembly"",""Gasketing"",""Equipment Mounting""],""features"":[""Foam Gasketing"",""Transportation Grade"",""Weather Resistant"",""Pressure Sensitive""],""certifications"":[""Transportation Approved"",""Automotive Grade""],""packaging"":[""36 yard rolls"",""Various widths"",""Bulk packaging""]}","{""adhesiveType"":""Acrylic"",""foamType"":""Closed Cell"",""peelStrength"":""40+ oz/in"",""shearStrength"":""80+ psi"",""color"":""Gray"",""odor"":""Minimal"",""shelfLife"":""24 months"",""storageConditions"":""Store at 60-80°F, keep in original packaging""}",""
"t-t1420","T-T1420 – EXTREME SEALING TAPE","T-T1420  – EXTREME SEALING TAPE","ForzaTAPE™  T-T1420 is a translucent tape designed for difficult sealing applications.","/product-images/t-t1420.png","/TDS/3. Transportation/T-T1420/FOR EMAIL FORZA _V1_T-T1420_TDSTape_8.13.24.pdf","TAPE","Tape","Acrylic (incl. PSA)","High","transportation","{""type"":""Extreme Sealing Tape"",""thickness"":""0.125\"" - 0.250\"""",""width"":""0.5\"" - 2\"""",""length"":""36 yards per roll"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Plastic"",""Glass"",""Wood"",""Fiberglass"",""Composite""],""applications"":[""Transportation Assembly"",""Automotive Assembly"",""Extreme Sealing"",""Equipment Mounting""],""features"":[""Extreme Sealing"",""Transportation Grade"",""Weather Resistant"",""Pressure Sensitive""],""certifications"":[""Transportation Approved"",""Automotive Grade""],""packaging"":[""36 yard rolls"",""Various widths"",""Bulk packaging""]}","{""adhesiveType"":""Acrylic"",""foamType"":""Closed Cell"",""peelStrength"":""50+ oz/in"",""shearStrength"":""90+ psi"",""color"":""Gray"",""odor"":""Minimal"",""shelfLife"":""24 months"",""storageConditions"":""Store at 60-80°F, keep in original packaging""}",""
"t-t430","T-T430 – PE SEALING TAPE","T-T430 PE SEALING TAPE","ForzaTAPE™ T-T430 is a single coated PE sealing tape with an aggressive rubber based adhesive system specifically designed for applications that require very high tack, bond, and sealing properties.","/product-images/t-t430.png","/TDS/3. Transportation/T-T430/FOR EMAIL FORZA _V1_T-T430_TDSTape_03.11.2025.pdf","TAPE","Tape","Acrylic (incl. PSA)","High","transportation","{""type"":""PE Sealing Tape"",""thickness"":""0.062\"" - 0.125\"""",""width"":""0.5\"" - 2\"""",""length"":""36 yards per roll"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Plastic"",""Glass"",""Wood"",""Fiberglass"",""Composite""],""applications"":[""Transportation Assembly"",""Automotive Assembly"",""PE Sealing"",""Equipment Mounting""],""features"":[""PE Sealing"",""Transportation Grade"",""Weather Resistant"",""Pressure Sensitive""],""certifications"":[""Transportation Approved"",""Automotive Grade""],""packaging"":[""36 yard rolls"",""Various widths"",""Bulk packaging""]}","{""adhesiveType"":""Acrylic"",""foamType"":""Closed Cell"",""peelStrength"":""45+ oz/in"",""shearStrength"":""85+ psi"",""color"":""Gray"",""odor"":""Minimal"",""shelfLife"":""24 months"",""storageConditions"":""Store at 60-80°F, keep in original packaging""}",""
"t215","T215 – ULTRA HIGH-BOND ACRYLIC FOAM TAPE","T215 – ULTRA HIGH-BOND ACRYLIC FOAM TAPE","ForzaTAPE™® T215 is a high bond, double-coated foam tape with an acrylic adhesive.","/product-images/t215.png","/TDS/1. Industrial/T215/FOR EMAIL FORZA _V7_T215_TDSTape_1.24.25.pdf; /TDS/1. Industrial/T215/FORZA _V7_T215_TDSTape_1.24.25.pdf; /TDS/2. Marine/M-T815 (T215)/FOR EMAIL FORZA _V2_M-T815_TDSTape_6.26.24.pdf; /TDS/2. Marine/M-T815 (T215)/FORZA _V2_M-T815_TDSTape_6.26.24.pdf; /TDS/3. Transportation/T-T415 (T215)/FOR EMAIL FORZA _V4_T-T415_TDSTape_8.20.24.pdf; /TDS/7. Construction/C-T553 (T215)/FOR EMAIL FORZA _V1_C-T553_TDSTape_8.20.24.pdf; /TDS/7. Construction/C-T553 (T215)/FORZA _V1_C-T553_TDSTape_8.20.24.pdf","TAPE","Tape","Acrylic (incl. PSA)","High","construction","{""type"":""Ultra High-Bond Acrylic Foam Tape"",""thickness"":""0.060\"""",""width"":""1/2\"", 1\"", 2\"", 3\"", 4\"""",""length"":""36 yards per roll"",""substrates"":[""Metal"",""Plastic"",""Glass"",""Painted Surfaces""],""applications"":[""Industrial Assembly"",""Automotive Manufacturing"",""Construction"",""Signage""],""features"":[""Ultra High Bond"",""Acrylic Adhesive"",""Foam Core"",""Weather Resistant""],""certifications"":[""Industrial Grade"",""VHB Technology""],""packaging"":[""36 yard rolls"",""Various widths""]}","{""adhesiveType"":""Acrylic"",""foamType"":""Closed Cell Foam"",""peelStrength"":""45 lbs/in"",""shearStrength"":""1000+ lbs/in²"",""shelfLife"":""24 months"",""storageConditions"":""Store at 50-80°F, keep in original packaging""}",""
