ID,Name,Title,Category,Product Type,Chemistry,Chemistry Confidence,Industry,Description,Features,Applications,Specifications,Technical Details,Image URL,PDF Links
"cc515","CC515 – PRESSURE SENSITIVE ADHESIVE","CC515 – PRESSURE SENSITIVE ADHESIVE","BOND","Adhesive","Epoxy","Low","construction","ForzaBOND™ CC515 is an aggressive and fast-drying pressure sensitive adhesive designed to bond a vast range of substrates.","Versatile; Easy Application; Good Adhesion; Cost Effective","General Bonding; Industrial Assembly; Packaging; Construction","type: Pressure Sensitive Adhesive; viscosity: 400-700 cps; solids: 20-30%; flashPoint: >140°F; potLife: 4 hours; cureTime: 2-6 hours; temperatureRange: -20°F to +160°F; Compatible with: Wood, Metal, Plastic, Paper, Fabric","density: 7.5 lbs/gal; pH: 6.5-7.0; color: Clear to Light Amber; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/cc515.png","/TDS/7. Construction/CC515 (IC934)/TDS/FOR EMAIL FORZA_V1_CC515_TDS Construction Canister_Aerosol 1_11_24.pdf; /TDS/7. Construction/CC515 (IC934)/TDS/FORZA_V1_CC515_TDS Construction Canister_Aerosol 1_11_24.pdf"
"cc519","CC519 – CA COMPLIANT CONTACT ADHESIVE","CC519 – CA COMPLIANT CONTACT ADHESIVE","BOND","Adhesive","Epoxy","Low","construction","ForzaBOND™ CC519 is a Low VOC, CA Compliant, Multi-Purpose, Contact Adhesive.","CA Compliant; Strong Bond; Chemical Resistant; Durable","Construction Bonding; Industrial Assembly; Furniture Manufacturing; Automotive","type: CA Compliant Contact Adhesive; viscosity: 600-900 cps; solids: 25-35%; flashPoint: >150°F; potLife: 6 hours; cureTime: 24-48 hours; temperatureRange: -20°F to +160°F; Compatible with: Wood, Metal, Plastic, Fabric, Fiberglass","density: 7.8 lbs/gal; pH: 6.5-7.0; color: Clear to Light Amber; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/cc519.png","/TDS/7. Construction/CC519 (IC933)/TDS/FOR EMAIL FORZA_V2_CC519_TDSConstructionCanister_Aerosol 5_12_25.pdf; /TDS/7. Construction/CC519 (IC933)/TDS/FORZA_V2_CC519_TDSConstructionCanister_Aerosol 5_12_25.pdf"
"cc503-aa","CC503 AA – LOW VOC, CA COMPLIANT, MULTI-PURPOSE ADHESIVE","CC503 AA – LOW VOC, CA COMPLIANT, MULTI-PURPOSE ADHESIVE","BOND","Adhesive","Epoxy","Low","construction","ForzaBOND™ CC503 is a Low VOC, CA Compliant, Multi-Purpose Contact Adhesive.","Low VOC; CA Compliant; Easy Application; Versatile","General Bonding; Industrial Assembly; Packaging; Construction","type: Multi-Purpose Aerosol Adhesive; viscosity: Aerosol Spray; solids: 15-25%; flashPoint: >120°F; potLife: Immediate; cureTime: 1-4 hours; temperatureRange: -20°F to +140°F; Compatible with: Wood, Metal, Plastic, Fabric, Paper","density: 6.8 lbs/gal; pH: 6.5-7.0; color: Clear; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/cc503-aa.png",""
"c-c360","C-C360 – HIGH-TEMP NEOPRENE CONTACT ADHESIVE","C-C360 – HIGH-TEMP NEOPRENE CONTACT ADHESIVE","BOND","Adhesive","Unknown","Low","construction","ForzaBOND™ C-C360 is flammable, high-performance, neoprene contact adhesive.","High-Temp Resistant; Neoprene Compatible; Chemical Resistant; Durable","High-Temp Bonding; Industrial Assembly; Automotive Parts; Construction","type: High-Temp Neoprene Contact Adhesive; viscosity: 800-1200 cps; solids: 30-40%; flashPoint: >180°F; potLife: 8 hours; cureTime: 24-48 hours; temperatureRange: -30°F to +200°F; Compatible with: Neoprene, Rubber, Metal, Plastic, Fabric","density: 8.5 lbs/gal; pH: 6.8-7.2; color: Clear to Light Amber; odor: Minimal; shelfLife: 15 months; storageConditions: Store at 50-80°F, avoid direct sunlight","/product-images/c-c360.png","/TDS/7. Construction/C-C360 (C130)/TDS/FOR EMAIL FORZA_V2_C-C360_TDS-Construction-Pail_1.24.25.pdf; /TDS/7. Construction/C-C360 (C130)/TDS/FORZA_V2_C-C360_TDS-Construction-Pail_1.24.25.pdf"
"c-c551","C-C551 NON-FLAMMABLE SPRAYABLE CONTACT ADHESIVE","C-C551 – NON-FLAMMABLE SPRAYABLE CONTACT ADHESIVE","BOND","Adhesive","Unknown","Low","construction","ForzaBOND™ C-C551 is flammable, high-performance, spray contact adhesive.","Non-Flammable; Sprayable; Safe Handling; Chemical Resistant","Construction Bonding; Industrial Assembly; Furniture Manufacturing; Automotive","type: Non-Flammable Sprayable Contact Adhesive; viscosity: 600-900 cps; solids: 25-35%; flashPoint: Non-Flammable; potLife: 6 hours; cureTime: 24-48 hours; temperatureRange: -20°F to +160°F; Compatible with: Wood, Metal, Plastic, Fabric, Fiberglass","density: 7.8 lbs/gal; pH: 6.5-7.0; color: Clear to Light Blue; odor: Minimal; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container closed","/product-images/c-c551.png","/TDS/7. Construction/C-C551 (C331)/TDS/FOR EMAIL FORZA_V1_C-C551_TDS_Pail_8.5.24.pdf; /TDS/7. Construction/C-C551 (C331)/TDS/FORZA_V1_C-C551_TDS_Pail_8.5.24.pdf"
"c-oa98","C-OA98 HYBRID POLYMER, MOISTURE CURE ADHESIVE","C-OA98 HYBRID POLYMER, MOISTURE CURE ADHESIVE","BOND","Adhesive","Silicone","Medium","construction","ForzaBOND™ C-OA98 is a hybrid polymer, moisture cure adhesive.","Hybrid Polymer; Moisture Cure; High Performance; Chemical Resistant","Construction Bonding; Industrial Assembly; Automotive Parts; Marine","type: Hybrid Polymer Moisture Cure Adhesive; viscosity: 200,000-300,000 cps; solids: 100%; flashPoint: Non-Flammable; potLife: 30 minutes; cureTime: 24-48 hours; temperatureRange: -40°F to +200°F; Compatible with: Wood, Metal, Plastic, Concrete, Fiberglass","density: 1.4 g/cm³; pH: Neutral; color: Black; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/c-oa98.png","/TDS/7. Construction/C-OA98 (OS24)/TDS/FOR EMAIL FORZA_V1_C-OA98_TDS_Construction_Canister_Aerosol 4_16_24.pdf; /TDS/7. Construction/C-OA98 (OS24)/TDS/FORZA_V1_C-OA98_TDS_Construction_Canister_Aerosol 4_16_24.pdf"
"c-os55","C-OS55 – HYBRID POLYMER, SINGLE COMPONENT CURE, WITH OUTSTANDING ADHESIVE/SEALING PROPERTIES","C-OS55 – HYBRID POLYMER SINGLE COMPONENT CURE, WITH OUSTANDING ADHESIVE/SEALING PROPERTIES","BOND","Adhesive","Silicone","Medium","construction","ForzaBOND™ C-OS55 is a Hybrid Polymer, Single Component Cure, with outstanding Adhesive/Sealing properties.","Hybrid Polymer; Single Component; Adhesive/Sealing; High Performance","Construction Bonding; Industrial Assembly; Automotive Parts; Marine","type: Hybrid Polymer Single Component Adhesive; viscosity: 250,000-350,000 cps; solids: 100%; flashPoint: Non-Flammable; potLife: 45 minutes; cureTime: 24-72 hours; temperatureRange: -40°F to +200°F; Compatible with: Wood, Metal, Plastic, Concrete, Fiberglass","density: 1.5 g/cm³; pH: Neutral; color: Black; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/c-os55.png","/TDS/7. Construction/C-OS55 (OS35)/TDS/FOR EMAIL FORZA _V2_C-OS55_TDS_ConstructionSealant_6.4.24.pdf; /TDS/7. Construction/C-OS55 (OS35)/TDS/FORZA _V2_C-OS55_TDS_ConstructionSealant_6.4.24.pdf"
"c-r329","C-R329 – TWO-PART METHACRYLATE ADHESIVE","C-R329 TWO-PART METHACRYLATE ADHESIVE","BOND","Adhesive","Epoxy","Medium","construction","ForzaBOND™ C-R329 is a 2-part methacrylate adhesive designed to bond a wide range of substrates.","Two-Part; Methacrylate; High Strength; Fast Cure","Structural Bonding; Industrial Assembly; Automotive Parts; Construction","type: Two-Part Methacrylate Adhesive; viscosity: 50,000-100,000 cps; solids: 100%; flashPoint: Non-Flammable; potLife: 5 minutes; cureTime: 2-4 hours; temperatureRange: -40°F to +200°F; Compatible with: Metal, Plastic, Fiberglass, Wood, Concrete","density: 1.2 g/cm³; pH: Neutral; color: Clear to Light Amber; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/c-r329.png","/TDS/7. Construction/C-R329 (R519)/TDS/FOR EMAIL FORZA_V1_C-R329_TDSConstructionDrum8.19.24.pdf; /TDS/7. Construction/C-R329 (R519)/TDS/FORZA_V1_C-R329_TDSConstructionDrum8.19.24.pdf"
"c-r552","C-R552 – TWO-PART MODIFIED EPOXY","C-R552 – TWO-PART MODIFIED EPOXY","BOND","Adhesive","Epoxy","Medium","construction","ForzaBOND™ C-R552 is a two-part modified epoxy adhesive with moderate cure and a wide range of purposes.","Two-Part; Modified Epoxy; High Strength; Chemical Resistant","Structural Bonding; Industrial Assembly; Automotive Parts; Construction","type: Two-Part Modified Epoxy; viscosity: 100,000-200,000 cps; solids: 100%; flashPoint: Non-Flammable; potLife: 30 minutes; cureTime: 4-8 hours; temperatureRange: -40°F to +200°F; Compatible with: Metal, Plastic, Fiberglass, Wood, Concrete","density: 1.3 g/cm³; pH: Neutral; color: Clear to Light Amber; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/c-r552.png","/TDS/7. Construction/C-R552 (R221)/TDS/FOR EMAIL FORZA_V1_C-R552_TDSConstructionDrum8.19.24.pdf; /TDS/7. Construction/C-R552 (R221)/TDS/FORZA_V1_C-R552_TDSConstructionDrum8.19.24.pdf"
"c-r560","C-R560 – TWO-PART 5 MINUTE EPOXY ADHESIVE","C-R560 – TWO-PART 5 MINUTE EPOXY ADHESIVE","BOND","Adhesive","Epoxy","Medium","construction","ForzaBOND™ C-R560 is a two-part, reactive adhesive with a very fast cure and a wide range of uses.","Fast Cure; Two-Part; High Strength; Quick Setting","Quick Repairs; Industrial Assembly; Automotive Parts; Construction","type: Two-Part 5 Minute Epoxy; viscosity: 50,000-100,000 cps; solids: 100%; flashPoint: Non-Flammable; potLife: 5 minutes; cureTime: 5 minutes; temperatureRange: -40°F to +200°F; Compatible with: Metal, Plastic, Fiberglass, Wood, Concrete","density: 1.2 g/cm³; pH: Neutral; color: Clear to Light Amber; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/c-r560.png","/TDS/7. Construction/C-R560 (R160)/TDS/FOR EMAIL FORZA_V1_C-R560_TDS Construction-Sausage_6.26.24.pdf; /TDS/7. Construction/C-R560 (R160)/TDS/FORZA_V1_C-R560_TDS Construction-Sausage_6.26.24.pdf"
"c-oa5","C-OA5 – HYBRID POLYMER, MOISTURE CURE ADHESIVE","C-OA5 – HYBRID POLYMER, MOISTURE CURE ADHESIVE","BOND","Adhesive","Modified Silane (MS Polymer/ Hybrid Polymer)","Medium","construction","ForzaBOND™ C-OA5 is a hybrid polymer, structural, single-part, moisture cure adhesive.","Hybrid Polymer; Moisture Cure; High Performance; Chemical Resistant","Construction Bonding; Industrial Assembly; Automotive Parts; Marine","type: Hybrid Polymer Moisture Cure Adhesive; viscosity: 150,000-250,000 cps; solids: 100%; flashPoint: Non-Flammable; potLife: 30 minutes; cureTime: 24-48 hours; temperatureRange: -40°F to +200°F; Compatible with: Wood, Metal, Plastic, Concrete, Fiberglass","density: 1.4 g/cm³; pH: Neutral; color: Black; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/c-oa5.png","/TDS/7. Construction/C-OA5 (OA4)/TDS/FOR EMAIL FORZA_V1_C-OA5_TDS Construction Canister_Aerosol 4_16_24.pdf; /TDS/7. Construction/C-OA5 (OA4)/TDS/FORZA_V1_C-OA5_TDS Construction Canister_Aerosol 4_16_24.pdf; /TDS/7. Construction/C-OA52 (OA12)/TDS/FOR EMAIL FORZA_V1_C-OA52_TDS Industrial Sausage_1_31_24.pdf; /TDS/7. Construction/C-OA52 (OA12)/TDS/FORZA_V1_C-OA52_TDS Industrial Sausage_1_31_24.pdf"
"c-oa52","C-OA52 – QUICK GRAB ADHESIVE","C-OA52 – QUICK GRAB ADHESIVE","BOND","Adhesive","Modified Silane (MS Polymer/ Hybrid Polymer)","Medium","construction","ForzaBOND® C-OA52 is a high green quick grab adhesive.","Quick Grab; Fast Setting; High Performance; Versatile","Quick Repairs; Industrial Assembly; Automotive Parts; Construction","type: Quick Grab Adhesive; viscosity: 100,000-200,000 cps; solids: 100%; flashPoint: Non-Flammable; potLife: 15 minutes; cureTime: 1-2 hours; temperatureRange: -40°F to +200°F; Compatible with: Wood, Metal, Plastic, Concrete, Fiberglass","density: 1.3 g/cm³; pH: Neutral; color: Black; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/c-oa52.png","/TDS/7. Construction/C-OA52 (OA12)/TDS/FOR EMAIL FORZA_V1_C-OA52_TDS Industrial Sausage_1_31_24.pdf; /TDS/7. Construction/C-OA52 (OA12)/TDS/FORZA_V1_C-OA52_TDS Industrial Sausage_1_31_24.pdf"
"c-osa","C-OSA – ISOPROPYL ALCOHOL BASED CLEANER/ADHESION PROMOTER","C-OSA – ISOPROPYL ALCOHOL BASED CLEANER/ADHESION PROMOTER","BOND","Coating","Silicone","Medium","construction","ForzaSEAL™ C-OSA is a isopropyl alcohol based cleaner/adhesion promoter.","Isopropyl Alcohol; Cleaner; Adhesion Promoter; Fast Drying","Surface Preparation; Adhesion Promotion; Cleaning; Construction","type: Isopropyl Alcohol Based Cleaner/Adhesion Promoter; viscosity: 1-5 cps; solids: 0%; flashPoint: >100°F; potLife: Immediate; cureTime: Immediate; temperatureRange: -20°F to +140°F; Compatible with: Metal, Plastic, Glass, Fiberglass, Wood","density: 6.5 lbs/gal; pH: Neutral; color: Clear; odor: Alcohol; shelfLife: 24 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/c-osa.png","/TDS/1. Industrial/OSA/TDS/FOR EMAIL FORZA_V1_OSA_TDS_2_7_24.pdf; /TDS/1. Industrial/OSA/TDS/FORZA_V1_OSA_TDS_2_7_24.pdf; /TDS/7. Construction/C-OSA (OSA)/TDS/FOR EMAIL FORZA_V2_C-OSA_TDS_Construction_1_28_25.pdf; /TDS/7. Construction/C-OSA (OSA)/TDS/FORZA_V2_C-OSA_TDS_Construction_1_28_25.pdf"
"c-oa77","C-OA77 – HYBRID POLYMER, HIGH PERFORMANCE, TROWEL GRADE, FLOORING ADHESIVE","C-OA77 – HYBRID POLYMER, HIGH PERFORMANCE, TROWEL GRADE, FLOORING ADHESIVE","BOND","Adhesive","Acrylic (incl. PSA)","Medium","construction","ForzaBOND® C-OA77 is a hybrid polymer, high performance, trowel grade, flooring adhesive.","Trowel Grade; High Performance; Hybrid Polymer; Flooring Specific","Flooring Installation; Construction Bonding; Industrial Assembly; Automotive","type: Trowel Grade Flooring Adhesive; viscosity: 300,000-500,000 cps; solids: 100%; flashPoint: Non-Flammable; potLife: 60 minutes; cureTime: 24-72 hours; temperatureRange: -40°F to +200°F; Compatible with: Concrete, Wood, Metal, Plastic, Fiberglass","density: 1.6 g/cm³; pH: Neutral; color: Gray; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/c-oa77.png",""
"c-s538","C-S538 – TAPE PRIMER AND ADHESION PROMOTER","C-S538 – TAPE PRIMER AND ADHESION PROMOTER","BOND","Adhesive","Adhesive","High","construction","ForzaTAPE™ C-S538 is a primer to increase adhesive performance.","Tape Primer; Adhesion Promoter; Fast Drying; Versatile","Tape Preparation; Adhesion Promotion; Surface Treatment; Construction","type: Tape Primer and Adhesion Promoter; viscosity: 50-100 cps; solids: 5-15%; flashPoint: >120°F; potLife: 8 hours; cureTime: Immediate; temperatureRange: -20°F to +140°F; Compatible with: Metal, Plastic, Glass, Fiberglass, Wood","density: 7.0 lbs/gal; pH: 6.5-7.0; color: Clear to Light Amber; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/c-s538.png",""
"c-w6106","C-W6106 – HPL LAMINATING ADHESIVE","C-W6106 – HPL LAMINATING ADHESIVE","BOND","Adhesive","Unknown","Low","construction","ForzaBOND® C-W6106 is a laminating wood assembly adhesive.","HPL Specific; High Performance; Laminating Grade; Chemical Resistant","HPL Laminating; Construction Bonding; Industrial Assembly; Furniture","type: HPL Laminating Adhesive; viscosity: 200,000-400,000 cps; solids: 100%; flashPoint: Non-Flammable; potLife: 45 minutes; cureTime: 24-48 hours; temperatureRange: -40°F to +200°F; Compatible with: HPL, Wood, Metal, Plastic, Fiberglass","density: 1.5 g/cm³; pH: Neutral; color: Tan; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/c-w6106.png","/TDS/7. Construction/C-W6106 (W700)/FORZA_V1_C-W6106_TDS Construction Tote_5.30.24.pdf"
"tc452","TC452 – NON FLAM/NON-METHYLENE CHLORIDE CONTACT ADHESIVE","TC452 NON FLAM/NON-METHYLENE CHLORIDE CONTACT ADHESIVE","BOND","Tape","Epoxy","Low","transportation","ForzaBOND™ TC452 is a non-flammable, non-methylene chloride contact adhesive.","Non-Flammable; Safe Handling; Transportation Grade; Chemical Resistant","Transportation Assembly; Automotive Interior; Industrial Bonding; Equipment Assembly","type: Non-Flammable Contact Adhesive; viscosity: 800-1200 cps; solids: 25-30%; flashPoint: Non-Flammable; potLife: 8 hours; cureTime: 24-48 hours; temperatureRange: -20°F to +160°F; Compatible with: Metal, Plastic, Wood, Fabric, Paper","density: 8.0 lbs/gal; pH: 6.5-7.0; color: Clear to Light Blue; odor: Minimal; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container closed","/product-images/tc452.png","/TDS/3. Transportation/TC452 (IC932)/TDS/FOR EMAIL FORZA_V8_TC452_TDS Industrial Canister_5.14.25.pdf; /TDS/3. Transportation/TC452 (IC932)/TDS/FORZA_V8_TC452_TDS Industrial Canister_5.14.25.pdf"
"tc453","TC453 – CA COMPLIANT MULTI-PURPOSE CONTACT ADHESIVE","TC453 – CA COMPLIANT MULTI-PURPOSE CONTACT ADHESIVE","BOND","Tape","Epoxy","Low","transportation","ForzaBOND™ TC453 is a CA compliant, multi-purpose, contact adhesive.","CA Compliant; High Bond Strength; Fast Grab; Low VOC","Transportation Assembly; Automotive Interior; Furniture Manufacturing; Industrial Bonding","type: CA Compliant Contact Adhesive; viscosity: 800-1200 cps; solids: 25-30%; flashPoint: >200°F; potLife: 8 hours; cureTime: 24-48 hours; temperatureRange: -40°F to +180°F; Compatible with: Wood, Metal, Plastic, Fabric, Foam","density: 8.2 lbs/gal; pH: 6.5-7.5; color: Clear to Amber; odor: Mild; shelfLife: 12 months; storageConditions: Store at 60-80°F, keep container closed","/product-images/tc453.png","/TDS/3. Transportation/TC453 (IC933)/TDS/FOR EMAIL FORZA_V11_TC453_TDS Industrial Canister_Aerosol 5_12_25.pdf; /TDS/3. Transportation/TC453 (IC933)/TDS/FORZA_V11_TC453_TDS Industrial Canister_Aerosol 5_12_25.pdf"
"tc454","TC454 – PRESSURE-SENSITIVE CONTACT ADHESIVE","TC454 – PRESSURE SENSITIVE CONTACT ADHESIVE","BOND","Tape","Epoxy","Low","transportation","ForzaBOND™ TC454 is an aggressive and fast-drying pressure sensitive contact adhesive designed to bond a vast range of substrates.","Pressure Sensitive; Low Tack; Repositionable; Clean Release","Transportation Assembly; Packaging; Labeling; Temporary Bonding","type: Pressure-Sensitive Contact Adhesive; viscosity: 600-900 cps; solids: 20-25%; flashPoint: >180°F; potLife: 6 hours; cureTime: 12-24 hours; temperatureRange: -20°F to +160°F; Compatible with: Polystyrene, Polyethylene, Polypropylene, Paper, Cardboard","density: 7.8 lbs/gal; pH: 6.0-7.0; color: Clear; odor: Minimal; shelfLife: 18 months; storageConditions: Store at 50-80°F, avoid freezing","/product-images/tc454.png","/TDS/3. Transportation/TC454 (IC934)/TDS/FOR EMAIL FORZA_V7_TC454_TDS Industrial Canister_Aerosol_2_6_25.pdf"
"tc456","TC456 – CA COMPLIANT SEMI-PRESSURE SENSITIVE CONTACT ADHESIVE","TC456 – CA COMPLIANT SEMI-PRESSURE SENSITIVE CONTACT ADHESIVE","BOND","Tape","Epoxy","Low","transportation","ForzaBOND™ TC456 is a Low VOC, CA Compliant, semi-pressure sensitive contact adhesive.","Semi-Pressure Sensitive; CA Compliant; Low Tack; Repositionable","Transportation Assembly; Packaging; Labeling; Temporary Bonding","type: Semi-Pressure Sensitive Contact Adhesive; viscosity: 600-900 cps; solids: 20-25%; flashPoint: >180°F; potLife: 6 hours; cureTime: 12-24 hours; temperatureRange: -20°F to +160°F; Compatible with: Polystyrene, Polyethylene, Polypropylene, Paper, Cardboard","density: 7.8 lbs/gal; pH: 6.0-7.0; color: Clear; odor: Minimal; shelfLife: 18 months; storageConditions: Store at 50-80°F, avoid freezing","/product-images/tc456.png","/TDS/3. Transportation/TC456 (IC936)/TDS/FOR EMAIL TC456_V4_TDS_Transportation_Canister_8.5.24.pdf"
"tc466","TC466 – LOW VOC CA COMPLIANT, AGGRESSIVE AND FAST DRYING PRESSURE SENSITIVE ADHESIVE","TC466 – LOW VOC CA COMPLIANT, AGGRESSIVE AND FAST DRYING PRESSURE SENSITIVE ADHESIVE","BOND","Tape","Epoxy","Low","transportation","ForzaBOND™ TC466 is a low VOC, CA compliant, aggressive and fast-drying pressure sensitive adhesive designed to bond a vast range of substrates.","Low VOC; CA Compliant; Aggressive; Fast Drying","Transportation Assembly; Packaging; Labeling; Temporary Bonding","type: Low VOC Pressure Sensitive Adhesive; viscosity: 600-900 cps; solids: 20-25%; flashPoint: >180°F; potLife: 6 hours; cureTime: 12-24 hours; temperatureRange: -20°F to +160°F; Compatible with: Polystyrene, Polyethylene, Polypropylene, Paper, Cardboard","density: 7.8 lbs/gal; pH: 6.0-7.0; color: Clear; odor: Minimal; shelfLife: 18 months; storageConditions: Store at 50-80°F, avoid freezing","/product-images/tc466.png","/TDS/3. Transportation/TC466 (IC946)/TDS/FOR EMAIL FORZA_V11_TC466_TDS Industrial Canister_Aerosol 1_18_24.pdf"
"tc467","TC467 – HIGH-TEMP STYRENE-SAFE PRESSURE SENSITIVE ADHESIVE","TC467 HIGH-TEMP STYRENE-SAFE PRESSURE SENSITIVE ADHESIVE","BOND","Tape","Epoxy","Low","transportation","ForzaBOND™ TC467 is a high solids, very fast drying pressure sensitive adhesive","High-Temp; Styrene Safe; Pressure Sensitive; Transportation Grade","Transportation Assembly; Composite Construction; Packaging; Labeling","type: High-Temp Styrene-Safe Pressure Sensitive Adhesive; viscosity: 600-900 cps; solids: 20-25%; flashPoint: >180°F; potLife: 6 hours; cureTime: 12-24 hours; temperatureRange: -20°F to +160°F; Compatible with: Polystyrene, Polyethylene, Polypropylene, Transportation Composites","density: 7.8 lbs/gal; pH: 6.0-7.0; color: Clear; odor: Minimal; shelfLife: 18 months; storageConditions: Store at 50-80°F, avoid freezing","/product-images/tc467.png","/TDS/3. Transportation/TC467 (IC947)/TDS/FOR EMAIL FORZA_V7_TC467_TDS Industrial Canister_Aerosol 1_3_24.pdf"
"t-osa155","T-OSA155 – ADHESIVE PRIMER AND PROMOTER","T-OSA155 – ADHESIVE PRIMER AND PROMOTER","BOND","Tape","Silicone","Medium","transportation","ForzaBOND™ T-OSA155 is an Isopropyl alcohol-based cleaner/adhesion promoter.","Surface Preparation; Enhanced Adhesion; Fast Drying; Transportation Grade","Transportation Assembly; Automotive Assembly; Electronics; Industrial Bonding","type: Adhesive Primer and Promoter; viscosity: Low Viscosity Liquid; solids: 15-20%; flashPoint: >150°F; potLife: 4 hours; cureTime: 10-15 minutes; temperatureRange: -20°F to +160°F; Compatible with: Metal, Plastic, Glass, Ceramic, Difficult Surfaces","density: 7.5 lbs/gal; pH: 6.0-7.0; color: Clear to Amber; odor: Mild; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container closed","/product-images/t-osa155.png","/TDS/1. Industrial/OSA/TDS/FOR EMAIL FORZA_V1_OSA_TDS_2_7_24.pdf; /TDS/1. Industrial/OSA/TDS/FORZA_V1_OSA_TDS_2_7_24.pdf; /TDS/3. Transportation/T-OSA155 (OSA)/TDS/FOR EMAIL FORZA_V4_T-OSA155_TDS_Sealant_PromoterPrimer-8.8.24.pdf"
"t-oa152","T-OA152 – HYBRID POLYMER STRUCTURAL ADHESIVE","T-OA152  –  HYBRID POLYMER STRUCTURAL ADHESIVE","BOND","Tape","Acrylic (incl. PSA)","Medium","transportation","ForzaBOND™ T-OA152 is a hybrid polymer, structural adhesive.","Structural Strength; Transportation Grade; Versatile; High Performance","Transportation Assembly; Automotive Assembly; Construction; Industrial Bonding","type: Hybrid Polymer Structural Adhesive; viscosity: Thixotropic Paste; solids: 100%; flashPoint: Non-Flammable; potLife: 30 minutes; cureTime: 24-72 hours; temperatureRange: -40°F to +200°F; Compatible with: Metal, Glass, Plastic, Wood, Concrete","density: 12.8 lbs/gal; pH: Neutral; color: Gray; odor: Minimal; shelfLife: 12 months; storageConditions: Store at 40-80°F, keep container sealed","/product-images/t-oa152.png","/TDS/3. Transportation/T-OA152 (OS24)/TDS/FOR EMAIL FORZA_V5_T-OA152_TDS Industrial Canister_Aerosol 4_16_24.pdf"
"t-s596","T-S596 – ADHESIVE PRIMER","T-S596 – ADHESIVE PRIMER","BOND","Tape","Acrylic (incl. PSA)","Medium","transportation","ForzaBOND™ T-S596 is a primer to increase adhesive performance.","Surface Preparation; Enhanced Adhesion; Fast Drying; Transportation Grade","Transportation Assembly; Surface Preparation; Electronics; Industrial Bonding","type: Adhesive Primer; viscosity: Low Viscosity Liquid; solids: 15-20%; flashPoint: >150°F; potLife: 4 hours; cureTime: 10-15 minutes; temperatureRange: -20°F to +160°F; Compatible with: Metal, Plastic, Glass, Ceramic, Difficult Surfaces","density: 7.5 lbs/gal; pH: 6.0-7.0; color: Clear to Amber; odor: Mild; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container closed","/product-images/t-s596.png","/TDS/3. Transportation/T-S596 (S228)/FOR EMAIL FORZA_V4_T-S596_TDS_Transportation_1.9.25.pdf"
"t-r679","T-R679 – TWO-PART MODIFIED EPOXY ADHESIVE","T-R679 – TWO-PART MODIFIED EPOXY ADHESIVE","BOND","Tape","Epoxy","Medium","transportation","ForzaBOND™ T-R679 is a two-part modified epoxy adhesive with moderate cure and a wide range of purposes.","1:1 Mix Ratio; High Strength; Chemical Resistant; Temperature Resistant","Transportation Assembly; Structural Bonding; Industrial Assembly; Equipment Repair","type: Two-Part Modified Epoxy; viscosity: Paste; solids: 100%; flashPoint: Non-Flammable; potLife: 20 minutes; cureTime: 4-8 hours; temperatureRange: -40°F to +250°F; Compatible with: Metal, Plastic, Wood, Ceramic, Composite","density: 11.8 lbs/gal; pH: Neutral; color: Gray; odor: Minimal; shelfLife: 15 months; storageConditions: Store at 40-80°F, keep container sealed","/product-images/t-r679.png","/TDS/3. Transportation/T-R679 (R221)/TDS/FOR EMAIL FORZA_V2_T-R679_TDSTransportation 8.19.24.pdf"
